numero	classe	numero_processo	menções	primeira_linha	contexto
3575	HC	92487	1	4046	[HC 92.487, rel. min. Marco Aurélio, j. 25-3-2008, 1ª T, DJE 1º-8-2008.]
3576	HC	88062	1	4048	[HC 88.062, rel. min. Marco Aurélio, j. 18-3-2008, 1ª T, DJE de 9-5-2008.]
3577	HC	91760	1	4054	[HC 91.760, rel. min. Cármen Lúcia, j. 30-10-2007, 1ª T, DJE de 29-2-2008.]
3578	HC	92534	1	4056	[HC 92.534 AgR, rel. min. Ayres Britto, j. 23-10-2007, 1ª T, DJE de 29-8-2008.]
3579	HC	98920	1	4057	= HC 98.920 AgR, rel. min. Luiz Fux, j. 28-6-2011, 1ª T, DJE de 9-8-2011
3580	HC	91440	1	4059	[HC 91.440, rel. min. Ricardo Lewandowski, j. 25-9-2007, 1ª T, DJ de 11-10-2007.]
3581	HC	95746	1	4060	= HC 95.746, rel. min. Cármen Lúcia, j. 30-9-2008, 1ª T, DJE de 1º-2-2011
3582	HC	90138	1	4064	[HC 90.138, rel. min. Ricardo Lewandowski, j. 11-9-2007, 1ª T, DJ de 28-9-2007.]
3583	HC	91233	1	4068	[HC 91.233, rel. min. Marco Aurélio, j. 19-6-2007, 1ª T, DJ de 11-10-2007.]
3584	HC	91200	1	4070	[HC 91.200, rel. min. Marco Aurélio, j. 19-6-2007, 1ª T, DJ de 11-10-2007.]
3585	HC	103108	1	4073	= HC 103.108, rel. min. Dias Toffoli, j. 29-6-2010, 1ª T, DJE de 27-8-2010
3586	HC	90554	1	4075	[HC 90.554, rel. min. Cármen Lúcia, j. 6-3-2007, 1ª T, DJ de 23-3-2007.]
3587	HC	89105	1	4077	[HC 89.105 segunda extensão, rel. min. Gilmar Mendes, j. 27-2-2007, 2ª T, DJ de 14-9-2007.]
3588	HC	97599	1	4078	= HC 97.599, rel. min. Dias Toffoli, j. 9-3-2010, 1ª T, DJE de 16-4-2010
3589	HC	83428	1	4079	Vide HC 83.428, rel. min. Cezar Peluso, j. 6-10-2009, 2ª T, DJE de 27-11-2009
3590	HC	88292	1	4081	[HC 88.292, rel. min. Eros Grau, j. 13-6-2006, 2ª T, DJE de 4-8-2006.]
3591	HC	97725	1	4082	= HC 97.725, rel. min. Cármen Lúcia, j. 9-3-2010, 1ª T, DJE de 26-3-2010
3592	HC	88521	1	4083	Vide HC 88.521, rel. min. Joaquim Barbosa, j. 29-9-2009, 2ª T, DJE de 20-8-2010
3593	HC	83170	1	4085	[HC 83.170, rel. min. Gilmar Mendes, j. 18-5-2006, P, DJ de 9-6-2006.]
3594	HC	93033	1	4086	= HC 93.033, rel. min. Celso de Mello, j. 1º-8-2011, dec. monocrática, DJE de 8-8-2011
3595	HC	86307	1	4088	[HC 86.307, rel. min. Ayres Britto, j. 17-11-2005, 1ª T, DJ de 26-5-2006.]
3596	HC	86619	1	4090	[HC 86.619, rel. min. Sepúlveda Pertence, j. 27-9-2005, 1ª T, DJ de 14-10-2005.]
3597	HC	94132	1	4093	= HC 94.132 AgR, rel. min. Ayres Britto, j. 16-12-2008, 1ª T, DJE de 20-3-2009
3598	HC	100082	1	4094	Vide HC 100.082 AgR, rel. min. Ellen Gracie, j. 1º-12-2009, 2ª T, DJE de 18-12-2009
3599	RHC	85105	1	4096	[RHC 85.105 AgR, rel. min. Eros Grau, j. 28-6-2005, 1ª T, DJ de 16-9-2005.]
3600	HC	85457	1	4098	[HC 85.457, rel. min. Sepúlveda Pertence, j. 22-3-2005, 2ª T, DJ de 15-4-2005.]
3601	RHC	94806	1	4099	= RHC 94.806, rel. min. Cármen Lúcia, j. 9-3-2010, 1ª T, DJE de 16-4-2010
3602	HC	83162	1	4106	[HC 83.162, rel. min. Carlos Velloso, j. 2-9-2003, 2ª T, DJ de 26-9-2003.]
3603	HC	80744	1	4108	[HC 80.744, rel. min. Nelson Jobim, j. 27-3-2001, 2ª T, DJ de 28-6-2002.]
3604	HC	80674	1	4109	= HC 80.674, rel. min. Nelson Jobim, j. 27-3-2001, 2ª T, DJ de 17-8-2001
3605	HC	80623	1	4111	[HC 80.623 AgR, rel. min. Celso de Mello, j. 15-2-2001, P, DJ de 6-4-2001.]
3606	HC	103693	1	4112	= HC 103.693 AgR, rel. min. Dias Toffoli, j. 21-9-2010, 1ª T, DJE de 2-12-2010
3607	HC	80218	1	4114	[HC 80.218, rel. min. Ilmar Galvão, j. 8-8-2000, 1ª T, DJ de 13-10-2000.]
3608	HC	79513	1	4116	[HC 79.513, rel. min. Sepúlveda Pertence, red. do ac. min. Ilmar Galvão, j. 28-3-2000, 1ª T, DJ de 26-9-2003.]
3609	HC	78796	1	4118	[HC 78.796, rel. min. Marco Aurélio, j. 15-6-1999, 2ª T, DJ de 10-9-1999.]
3610	HC	79084	1	4120	[HC 79.084, rel. min. Octavio Gallotti, j. 4-5-1999, 1ª T, DJ de 11-2-2000.]
3611	RHC	78951	1	4122	[RHC 78.951, rel. min. Carlos Velloso, j. 13-4-1999, 1ª T, DJ de 28-5-1999.]
3612	HC	75778	1	4124	[HC 75.778 QO, rel. min. Néri da Silveira, j. 28-8-1997, P, DJ de 10-10-1997.]
3613	RHC	74860	1	4126	[RHC 74.860, rel. min. Carlos Velloso, j. 18-2-1997, 2ª T, DJ de 6-6-1997.]
3614	HC	73455	1	4128	[HC 73.455, rel. min. Francisco Rezek, j. 25-6-1996, 2ª T, DJ de 7-3-1997.]
3615	HC	73783	1	4131	[HC 73.783, rel. min. Marco Aurélio, j. 22-5-1996, P, DJ de 1º-7-1996.]
3616	HC	72445	1	4137	[HC 72.445, rel. min. Marco Aurélio, j. 2-5-1995, 2ª T, DJ de 22-9-1995.]
3617	HC	89974	1	4138	= HC 89.974, rel. min. Cezar Peluso, j. 18-11-2008, 2ª T, DJE de 5-12-2008
3618	HC	71597	1	4143	[HC 71.597, rel. min. Celso de Mello, j. 14-3-1995, 1ª T, DJE de 11-12-2009.]
3619	HC	71084	1	4148	[HC 71.084 QO, rel. min. Celso de Mello, j. 22-2-1994, 1ª T, DJ de 10-6-1994.]
3620	RHC	81961	1	4149	Vide RHC 81.961, rel. min. Carlos Velloso, j. 4-6-2002, 2ª T, DJ de 28-6-2002
3621	HC	90303	1	4153	= HC 90.303, rel. min. Ricardo Lewandowski, j. 12-6-2007, 1ª T, DJE de 11-4-2008
3622	HC	69780	1	4155	[HC 69.780, rel. min. Celso de Mello, j. 1º-12-1992, 1ª T, DJ de 17-6-2005.]
3623	HC	94817	1	4156	= HC 94.817, rel. min. Gilmar Mendes, j. 3-8-2010, 2ª T, DJE de 3-9-2010
3624	HC	98816	1	4157	Vide HC 98.816, rel. min. Ricardo Lewandowski, j. 29-6-2010, 1ª T, DJE de 3-9-2010
3625	HC	69570	1	4159	[HC 69.570, rel. min. Celso de Mello, j. 29-9-1992, 1ª T, DJE de 27-10-2006.]
3626	RHC	97458	1	4160	= RHC 97.458 extensão, rel. min. Cármen Lúcia, j. 26-10-2010, 1ª T, DJE de 30-11-2010
3627	HC	69421	1	4162	[HC 69.421, rel. min. Marco Aurélio, j. 30-6-1992, 2ª T, DJ de 28-8-1992.]
3628	HC	69619	1	4163	Habeas corpus: inidoneidade, segundo a jurisprudência atual (v.g., HC 69.619 e HC 68.507), para corrigir quaisquer ilegalidades da sentença penal cond
3629	HC	68507	1	4163	Habeas corpus: inidoneidade, segundo a jurisprudência atual (v.g., HC 69.619 e HC 68.507), para corrigir quaisquer ilegalidades da sentença penal cond
3630	HC	68397	1	4166	[HC 68.397, rel. min. Celso de Mello, j. 18-2-1992, 1ª T, DJ de 26-6-1992.]
3631	HC	104105	1	4169	= HC 104.105, rel. min. Ricardo Lewandowski, j. 5-10-2010, 1ª T, DJE de 4-11-2010
3632	PET	423	1	4172	[Pet 423 AgR, rel. min. Celso de Mello, red. do ac. min. Sepúlveda Pertence, j. 26-4-1991, P, DJ de 13-3-1992.]
3633	ADI	4296	1	4203	[ADI 4.296, rel. min. Marco Aurélio, red. do ac. min. Alexandre de Moraes, j. 9-6-2021, P, DJE de 11-10-2021.]
3634	MS	26890	1	4206	(...) na jurisprudência tradicional desta Suprema Corte: (i) “É lícito ao impetrante desistir da ação de mandado de segurança, independentemente de aq
3635	RE	255837	1	4206	(...) na jurisprudência tradicional desta Suprema Corte: (i) “É lícito ao impetrante desistir da ação de mandado de segurança, independentemente de aq
3636	MS	32052	1	4220	[MS 32.052 AgR, rel. min. Dias Toffoli, j. 18-12-2013, P, DJE de 19-2-2014.]
3637	MS	28772	1	4222	[MS 28.772 AgR, rel. min. Dias Toffoli, j. 19-9-2013, P, DJE de 18-11-2013.]
3638	MS	26792	1	4227	[MS 26.792 AgR, rel. min. Dias Toffoli, j. 4-9-2012, 1ª T, DJE de 27-9-2012.]
3639	MS	27750	1	4229	[MS 27.750 AgR, voto do min. Dias Toffoli, j. 12-6-2012, 1ª T, DJE de 9-8-2012.]
3640	RE	676774	1	4231	[RE 676.774, rel. min. Celso de Mello, j. 8-6-2012, dec. monocrática, DJE de 13-6-2012.]
3641	MS	30822	1	4233	[MS 30.822, rel. min. Ricardo Lewandowski, j. 5-6-2012, 2ª T, DJE de 26-6-2012.]
3642	MS	30981	1	4236	= MS 30.981 AgR, rel. min. Gilmar Mendes, j. 14-8-2012, 2ª T, DJE de 27-8-2012
3643	MS	30588	1	4238	[MS 30.588 AgR, rel. min. Cármen Lúcia, j. 6-10-2011, P, DJE de 25-10-2011.]
3644	MS	29108	1	4244	[MS 29.108 ED, rel. min. Celso de Mello, j. 11-5-2011, P, DJE de 22-6-2011.]
3645	MS	34217	1	4249	= MS 34.217 MC, rel. min. Celso de Mello, j. 22-8-2016, dec. monocrática, DJE de 25-8-2016
3646	RE	575093	1	4257	[RE 575.093 AgR, rel. min. Marco Aurélio, j. 9-12-2010, P, DJE de 11-2-2011.]
3647	MS	26662	1	4259	[MS 26.662 AgR, rel. min. Ayres Britto, j. 10-11-2010, P, DJE de 15-12-2010.]
3648	MS	28245	1	4267	[MS 28.245 MC-AgR, rel. min. Marco Aurélio, j. 6-5-2010, P, DJE de 28-5-2010.]
3649	MS	28250	1	4271	[MS 28.250 AgR, rel. min. Eros Grau, j. 4-2-2010, P, DJE de 26-3-2010.]
3650	MS	28985	1	4272	= MS 28.985 AgR, rel. min. Dias Toffoli, j. 19-9-2013, P, DJE de 19-11-2013
3651	PET	4673	1	4274	[Pet 4.673 AgR, rel. min. Eros Grau, j. 25-11-2009, P, DJE de 18-12-2009.]
3652	MS	26282	1	4285	= MS 26.282 AgR, rel. min. Dias Toffoli, j. 12-6-2012, 1ª T, DJE de 9-8-2012
3653	MS	26465	1	4287	[MS 26.465 AgR, MS 26.475 AgR, MS 26.485 AgR e MS 26.495 AgR, rel. min. Ayres Britto, j. 1º-7-2009, P, DJE de 28-8-2009.]
3654	MS	26475	1	4287	[MS 26.465 AgR, MS 26.475 AgR, MS 26.485 AgR e MS 26.495 AgR, rel. min. Ayres Britto, j. 1º-7-2009, P, DJE de 28-8-2009.]
3655	MS	26485	1	4287	[MS 26.465 AgR, MS 26.475 AgR, MS 26.485 AgR e MS 26.495 AgR, rel. min. Ayres Britto, j. 1º-7-2009, P, DJE de 28-8-2009.]
3656	MS	26495	1	4287	[MS 26.465 AgR, MS 26.475 AgR, MS 26.485 AgR e MS 26.495 AgR, rel. min. Ayres Britto, j. 1º-7-2009, P, DJE de 28-8-2009.]
3657	MS	26043	1	4288	= MS 26.043 AgR, rel. min. Marco Aurélio, j. 18-9-2012, 1ª T, DJE de 3-10-2012
3658	HC	95578	1	4290	[HC 95.578, rel. min. Menezes Direito, j. 10-3-2009, 1ª T, DJE de 17-4-2009.]
3659	RHC	95108	1	4291	= RHC 95.108, rel. min. Ellen Gracie, j. 24-11-2009, 2ª T, DJE de 18-12-2009
3660	MS	27188	1	4293	[MS 27.188 AgR, rel. min. Ricardo Lewandowski, j. 19-12-2008, P, DJE de 20-2-2009.]
3661	MS	25340	1	4300	Com efeito, o mandado de segurança impetrado contra decisão judicial só é admissível nas raras hipóteses em que ela não possa ser atacada por outro re
3662	RE	170145	1	4303	[RE 170.145, rel. min. Menezes Direito, j. 15-4-2008, 1ª T, DJE de 23-5-2008.]
3663	MS	26231	1	4305	[MS 26.231 QO, rel. min. Ayres Britto, j. 7-4-2008, 1ª T, DJE de 16-5-2008.]
3664	RE	457508	1	4310	[RE 457.508 AgR, rel. min. Eros Grau, j. 14-8-2007, 2ª T, DJ de 21-9-2007.]
3665	RE	318281	1	4312	[RE 318.281 AgR, rel. min. Eros Grau, j. 14-8-2007, 2ª T, DJ de 21-9-2007.]
3666	AI	221462	1	4313	Vide AI 221.462 AgR-AgR, rel. min. Cezar Peluso, j. 7-8-2007, 1ª T, DJ de 24-8-2007
3667	MS	26178	1	4315	[MS 26.178 AgR, rel. min. Ayres Britto, j. 6-6-2007, P, DJE de 11-4-2008.]
3668	MS	26737	1	4316	= MS 26.737 ED, rel. min. Cármen Lúcia, j. 25-6-2008, P, DJE de 13-3-2009
3669	MS	24167	1	4321	[MS 24.167, rel. min. Joaquim Barbosa, j. 5-10-2006, P, DJ de 2-2-2007.]
3670	MS	22355	1	4323	[MS 22.355, rel. min. Eros Grau, j. 22-6-2006, P, DJ de 4-8-2006.]
3671	RE	445409	1	4324	= RE 445.409 AgR, rel. min. Dias Toffoli, j. 26-4-2011, 1ª T, DJE de 1º-8-2011
3672	SS	1945	1	4337	[SS 1.945 AgR-AgR-AgR-QO, rel. min. Marco Aurélio, red. do ac. min. Gilmar Mendes, j. 19-12-2002, P, DJ de 1º-8-2003.]
3673	MS	24138	1	4339	[MS 24.138, rel. min. Gilmar Mendes, j. 28-11-2002, P, DJ de 14-3-2003.]
3674	MS	24159	1	4342	[MS 24.159 QO, rel. min. Ellen Gracie, j. 26-6-2002, P, DJ de 31-10-2003.]
3675	RE	215267	1	4350	[RE 215.267, rel. min. Ellen Gracie, j. 24-4-2001, 1ª T, DJ de 25-5-2001.]
3676	MS	22623	1	4352	[MS 22.623 AgR, rel. min. Sydney Sanches, j. 9-12-1996, P, DJ de 7-3-1997.]
3677	RE	1293130	1	4366	[RE 1.293.130, rel. min. Luiz Fux, j. 17-12-2020, P, DJE de 8-1-2021, Tema 1.119, com mérito julgado e reafirmação de jurisprudência.]
3678	ARE	1339496	1	4368	[ARE 1.339.496-AgR, rel. min. Edson Fachin, red. do ac. min. André Mendonça, j. 7-2-2023, 2ª T, Dje 10-4-2023.]
3679	MS	32832	1	4370	[MS 32.832 AgR, rel. min. Rosa Weber, j. 24-2-2015, 1ª T, DJE de 11-3-2015.]
3680	MS	26794	1	4372	[MS 26.794 AgR, rel. min. Marco Aurélio, j. 23-5-2013, P, DJE de 1º-8-2013.]
3681	RE	501953	1	4377	= RE 501.953 AgR, rel. min. Dias Toffoli, j. 20-3-2012, 1ª T, DJE de 26-4-2012
3682	MS	21615	1	4383	[MS 21.615, rel. min. Néri da Silveira, red. do ac. min. Celso de Mello, j. 10-2-1994, P, DJ de 13-3-1998.]
3683	MS	21291	1	4387	[MS 21.291 AgR-QO, rel. min. Celso de Mello, j. 12-4-1991, P, DJ de 27-10-1995.]
3684	MS	21059	1	4390	[MS 21.059, rel. min. Sepúlveda Pertence, j. 5-9-1990, P, DJ de 19-10-1990.]
3685	RE	196184	1	4393	[RE 196.184, rel. min. Ellen Gracie, j. 27-10-2004, P, DJ de 18-2-2005.]
3686	RE	370834	1	4400	[RE 370.834, rel. min. Marco Aurélio, j. 30-8-2011, 1ª T, DJE de 26-9-2011.]
3687	RE	266689	1	4404	[RE 266.689 AgR, rel. min. Ellen Gracie, j. 17-8-2004, 2ª T, DJE 3-9-2004.]
3688	RCL	1097	1	4406	[Rcl 1.097 AgR, rel. min. Moreira Alves, j. 2-9-1999, P, DJ de 12-11-1999.]
3689	RE	198919	1	4408	[RE 198.919, rel. min. Ilmar Galvão, j. 15-6-1999, 1ª T, DJ de 24-9-1999.]
3690	MS	22451	1	4410	[MS 22.451, rel. min. Maurício Corrêa, j. 5-6-1997, P, DJ de 15-8-1997.]
3691	MS	22132	1	4412	[MS 22.132, rel. min. Carlos Velloso, j. 21-8-1996, P, DJ de 18-10-1996.]
3692	RE	157234	1	4414	[RE 157.234, rel. min. Marco Aurélio, j. 12-6-1995, 2ª T, DJ de 22-9-1995.]
3693	MS	21098	1	4418	[MS 21.098, rel. min. Sepúlveda Pertence, red. do ac. min. Celso de Mello, j. 20-8-1991, 1ª T, DJ de 27-3-1992.]
3694	MI	6616	1	4423	A via injuncional não se presta à repristinação de normas revogadas ou à função de sucedâneo recursal, sendo igualmente pacífico o entendimento desta 
3695	MI	7495	1	4424	[MI 7.495 AgR, rel. min. Alexandre de Moraes, j. 01.07.2025, P, DJE de 08.07.2025.]
3696	MI	6591	1	4426	[MI 6.591 AgR, rel. min. Luiz Fux, j. 16-6-2016, P, DJE de 30-6-2016.]
3697	MI	5926	1	4428	[MI 5.926 AgR, rel. min. Celso de Mello, j. 10-4-2014, P, DJE de 2-6-2014.]
3698	MI	1007	1	4430	[MI 1.007 AgR, rel. min. Dias Toffoli, j. 18-12-2013, P, DJE de 11-3-2014.]
3699	MI	2859	1	4435	[MI 2.859 ED, rel. min. Rosa Weber, j. 19-6-2013, P, DJE de 13-8-2013.]
3700	MI	4831	1	4437	[MI 4.831 AgR, rel. min. Teori Zavascki, j. 29-5-2013, P, DJE de 28-8-2013.]
3701	MI	1565	1	4441	[MI 1.565 AgR, rel. min. Teori Zavascki, j. 24-4-2013, P, DJE de 27-5-2013.]
3702	MI	2247	1	4442	= MI 2.247 AgR, rel. min. Luiz Fux, j. 19-9-2013, P, DJE de 11-10-2013
3703	MI	1708	1	4444	[MI 1.708 AgR, rel. min. Teori Zavascki, j. 24-4-2013, P, DJE de 27-5-2013.]
3704	MI	4842	1	4446	[MI 4.842 AgR, rel. min. Cármen Lúcia, j. 6-3-2013, P, DJE de 1º-4-2013.]
3705	MI	1841	1	4448	[MI 1.841 AgR, rel. min. Celso de Mello, j. 6-2-2013, P, DJE de 14-3-2013.]
3706	MI	1022	1	4450	[MI 1.011 AgR e MI 1.022 AgR, rel. min. Ricardo Lewandowski, j. 10-5-2012, P, DJE de 30-5-2012.]
3707	MI	2195	1	4452	[MI 2.195 AgR, voto da min. Cármen Lúcia, j. 23-2-2011, P, DJE de 18-3-2011.]
3708	MI	2757	1	4453	= MI 2.757, rel. min. Gilmar Mendes, j. 5-3-2012, dec. monocrática, DJE de 9-3-2012
3709	MI	766	1	4456	[MI 766 AgR, rel. min. Joaquim Barbosa, j. 21-10-2009, P, DJE de 13-11-2009.]
3710	MI	4345	1	4457	= MI 4.345 AgR, rel. min. Dias Toffoli, j. 23-5-2013, P, DJE de 1º-8-2013
3711	MI	283	1	4458	Em observância aos ditames da segurança jurídica e à evolução jurisprudencial na interpretação da omissão legislativa sobre o direito de greve dos ser
3712	MI	679	1	4458	Em observância aos ditames da segurança jurídica e à evolução jurisprudencial na interpretação da omissão legislativa sobre o direito de greve dos ser
3713	MI	670	1	4460	= MI 670, rel. min. Maurício Corrêa, red. do ac. min. Gilmar Mendes, e MI 712, rel. min. Eros Grau, j. 25-10-2007, P, DJE de 31-10-2008
3714	MI	751	1	4466	[MI 751 AgR, rel. min. Ricardo Lewandowski, j. 11-10-2007, P, DJ de 9-11-2007.]
3715	MI	721	1	4468	[MI 721, rel. min. Marco Aurélio, j. 30-8-2007, P, DJ de 30-11-2007.]
3716	MI	689	1	4471	[MI 689, rel. min. Eros Grau, j. 7-6-2006, P, DJ de 18-8-2006.]
3717	MI	3322	1	4474	= MI 3.322, rel. min. Celso de Mello, j. 1º-6-2011, dec. monocrática, DJE de 6-6-2011
3718	MI	498	1	4479	[MI 498, rel. min. Marco Aurélio, j. 6-2-1997, P, DJ de 4-4-1997.]
3719	MI	352	1	4483	[MI 352 QO, rel. min. Néri da Silveira, j. 4-9-1991, P, DJ de 12-12-1997.]
3720	MI	97	1	4486	[MI 97 QO, rel. min. Sydney Sanches, j. 1º-2-1990, P, DJ de 23-3-1990.]
3721	MI	14	1	4488	[MI 14 QO, rel. min. Sydney Sanches, j. 26-10-1988, P, DJ de 18-11-1988.]
3722	RE	673707	1	4504	[RE 673.707, rel. min. Luiz Fux, j. 17-6-2015, P, DJE de 30-9-2015, Tema 582, com mérito julgado.]
3723	RE	165304	1	4508	[RE 165.304, rel. min. Octavio Gallotti, j. 19-10-2000, P, DJ de 15-12-2000.]
3724	ARE	824781	1	4521	[ARE 824.781 RG, rel. min. Dias Toffoli, j. 27-8-2015, P, DJE de 9-10-2015, Tema 836, com mérito julgado.]
3725	RE	335428	1	4529	[RE 335.428, rel. min. Dias Toffoli, j. 18-5-2010, 1ª T, DJE de 6-8-2010.]
3726	PET	2018	1	4540	[Pet 2.018 AgR, rel. min. Celso de Mello, j. 22-8-2000, 2ª T, DJ de 16-2-2001.]
3727	AI	582683	1	4544	= AI 582.683 AgR, rel. min. Ayres Britto, j. 17-8-2010, 2ª T, DJE de 17-9-2010
3728	RE	206889	1	4549	[RE 206.889, rel. min. Carlos Velloso, j. 25-3-1997, 2ª T, DJ de 13-6-1997.]
3729	ADI	5766	1	4557	[ADI 5.766, rel. min. Roberto Barroso, red. do ac. min. Alexandre de Moraes, j. 20-10-2021, P, DJE de 03-5-2022.]
3730	ADI	3658	1	4559	[ADI 3.658, rel. min. Marco Aurélio, j. 10-10-2019, P, DJE de 24-10-2019.]
3731	RE	207732	1	4565	= RE 207.732, rel. min. Ellen Gracie, j. 11-6-2002, 1ª T, DJ de 2-8-2002
3732	RE	249003	1	4567	[RE 249.003 ED, RE 249.277 ED e RE 284.729 AgR, rel. min. Edson Fachin, j. 9-12-2015, P, DJE de 10-5-2016.]
3733	RE	249277	1	4567	[RE 249.003 ED, RE 249.277 ED e RE 284.729 AgR, rel. min. Edson Fachin, j. 9-12-2015, P, DJE de 10-5-2016.]
3734	RE	284729	1	4567	[RE 249.003 ED, RE 249.277 ED e RE 284.729 AgR, rel. min. Edson Fachin, j. 9-12-2015, P, DJE de 10-5-2016.]
3735	RE	482367	1	4568	= RE 482.367 AgR-AgR, rel. min. Cármen Lúcia, j. 15-12-2009, 1ª T, DJE de 5-2-2010
3736	RE	184841	1	4569	= RE 184.841, rel. min. Sepúlveda Pertence, j. 21-3-1995, 1ª T, DJ de 8-9-1995
3737	AI	652139	1	4573	[AI 652.139 AgR, red. do ac. min.Marco Aurélio, j. 22-5-2012, 1ª T, DJE de 23-8-2012.]
3738	AI	242160	1	4575	[AI 242.160 AgR, rel. min. Dias Toffoli, j. 28-2-2012, 1ª T, DJE de 10-4-2012.]
3739	RE	346566	1	4577	[RE 346.566 AgR-AgR-EDv-AgR, rel. min. Ricardo Lewandowski, j. 18-11-2010, P, DJE de 13-12-2010.]
3740	AI	342393	1	4579	[AI 342.393 AgR-ED-EI, rel. min. Celso de Mello, j. 6-4-2010, 2ª T, DJE de 23-4-2010.]
3741	HC	99226	1	4583	= HC 99.226, rel. min. Gilmar Mendes, j. 21-9-2010, 2ª T, DJE de 8-10-2010
3742	HC	90423	1	4585	[HC 90.423, rel. min. Ayres Britto, j. 1º-12-2009, 1ª T, DJE de 12-2-2010.]
3743	RE	231705	1	4587	[RE 231.705 ED, rel. min. Joaquim Barbosa, j. 29-9-2009, 2ª T, DJE de 29-10-2009.]
3744	AI	744487	1	4589	[AI 744.487 AgR, rel. min. Ricardo Lewandowski, j. 15-9-2009, 1ª T, DJE de 16-10-2009.]
3745	AI	748374	1	4599	= AI 748.374 AgR, rel. min. Joaquim Barbosa, j. 16-3-2010, 2ª T, DJE de 7-5-2010
3746	RE	578695	1	4602	[RE 578.695, rel. min. Ricardo Lewandowski, j. 29-10-2008, P, DJE de 20-3-2009.]
3747	RE	601115	1	4603	= RE 601.115 AgR, rel. min. Eros Grau, j. 24-11-2009, 2ª T, DJE de 18-12-2009
3748	RCL	1905	1	4611	[Rcl 1.905 ED-AgR, rel. min. Marco Aurélio, j. 15-8-2002, P, DJ de 20-9-2002.]
3749	AI	810593	1	4612	= AI 810.593 AgR-segundo, rel. min. Celso de Mello, j. 20-9-2011, 2ª T, DJE de 4-10-2011
3750	RE	223043	1	4614	[RE 223.043, rel. min. Moreira Alves, j. 21-3-2000, 1ª T, DJ de 9-2-2001.]
3751	RE	205746	1	4616	[RE 205.746, rel. min. Carlos Velloso, j. 26-11-1996, 2ª T, DJ de 28-2-1997.]
3752	HC	72328	1	4618	[HC 72.328, rel. min. Celso de Mello, j. 21-3-1995, 1ª T, DJE de 11-12-2009.)
3753	HC	67954	1	4620	[HC 67.954, rel. min. Paulo Brossard, j. 24-4-1990, 2ª T, DJ de 9-11-1990.]
3754	HC	73523	1	4625	[HC 73.523, rel. min. Octavio Gallotti, j. 26-3-1996, 1ª T, DJ de 25-10-1996.]
3755	HC	70766	1	4626	= HC 70.766, rel. min. Moreira Alves, j. 9-11-1993, 1ª T, DJ de 11-3-1994
3756	ADC	5	1	4629	[ADC 5, rel. min. Ricardo Lewandowski, j. 11-6-2007, P, DJ de 5-10-2007.]
3757	ADI	4825	1	4636	[ADI 4.825, rel. min. Edson Fachin, j. 15-12-2016, 1ª T, DJE de 9-2-2017.]
3758	ADI	5941	1	4641	[ADI 5.941, rel. min. Luiz Fux, j. 9-2-2023, P, DJE de 28-4-2023.]
3759	RCL	44398	1	4649	[Rcl 44.398 AgR, rel. min. Edson Fachin, red. do ac. min. Gilmar Mendes, j. 5-6-2023, 2ª T, DJE de 29-8-2023.]
3760	HC	102457	1	4660	= HC 102.457, rel. min. Celso de Mello, j. 3-8-2010, 2ª T, DJE de 1º-8-2013
3761	HC	96504	1	4661	= HC 96.504, rel. min. Cármen Lúcia, j. 30-6-2009, 1ª T, DJE de 23-10-2009
3762	HC	99425	1	4665	[HC 99.425, rel. min. Eros Grau, j. 15-12-2009, 2ª T, DJE de 16-4-2010.]
3763	HC	96665	1	4666	= HC 96.665, rel. min. Joaquim Barbosa, j. 1º-2-2011, 2ª T, DJE de 16-3-2011
3764	HC	100111	1	4668	[HC 100.111, rel. min. Cezar Peluso, j. 17-11-2009, 2ª T, DJE de 18-12-2009.]
3765	HC	100574	1	4670	[HC 100.574, rel. min. Celso de Mello, j. 10-11-2009, 2ª T,  DJE de 9-4-2010.]
3766	HC	98163	1	4672	[HC 98.163, rel. min. Ellen Gracie, j. 6-10-2009, 2ª T, DJE de 29-10-2009.]
3767	AP	477	1	4675	= AP 477 AgR, rel. min. Ricardo Lewandowski, j. 7-10-2010, P, DJE de 25-10-2010
3768	HC	94916	1	4676	A interpretação da Constituição não é para ser procedida à margem da realidade, sem que se a compreenda como elemento da norma resultante da interpret
3769	RE	433512	1	4677	[RE 433.512, rel. min. Eros Grau, j. 26-5-2009, 2ª T, DJE de 7-8-2009.]
3770	RCL	5758	1	4679	[Rcl 5.758, rel. min. Cármen Lúcia, j. 13-5-2009, P, DJE de 7-8-2009.]
3771	RCL	15880	1	4680	= Rcl 15.880 AgR, rel. min. Teori Zavascki, j. 17-10-2013, P, DJE de 8-11-2013
3772	HC	97461	1	4682	[HC 97.461, rel. min. Eros Grau, j. 12-5-2009, 2ª T, DJE de 1º-7-2009.]
3773	HC	102449	1	4685	= HC 102.449, rel. min. Joaquim Barbosa, j. 21-9-2010, 2ª T, DJE de 22-10-2010
3774	HC	95045	1	4689	[HC 95.045, rel. min. Ellen Gracie, j. 9-9-2008, 2ª T, DJE de 26-9-2008.]
3775	HC	98621	1	4691	Vide HC 98.621, rel. min. Ricardo Lewandowski, j. 23-3-2010, 1ª T, DJE de 23-4-2010
3776	HC	94170	1	4693	[HC 94.170, rel. min. Menezes Direito, j. 10-6-2008, 1ª T, DJE de 8-8-2008.]
